Order ID,Customer ID,Customer Name,Order Time,Number of Sandwiches,Total Cost (DKK)
1056,C227,Customer 227,2024-09-07 14:43:00,2,178.0
1057,C227,Customer 227,2024-09-18 13:28:00,1,89.0
1058,C227,Customer 227,2024-10-22 12:17:00,3,172.0
1059,C228,Customer 228,2024-03-18 11:49:00,3,172.0
1060,C228,Customer 228,2024-08-14 10:18:00,3,166.0
1061,C228,Customer 228,2024-07-24 17:20:00,1,86.0
1062,C229,Customer 229,2024-12-11 14:09:00,1,92.0
1063,C229,Customer 229,2024-12-08 14:51:00,3,270.0
1064,C230,Customer 230,2024-05-13 14:15:00,4,350.0
1065,C230,Customer 230,2024-10-02 13:13:00,4,320.0
1066,C230,Customer 230,2024-11-11 11:40:00,3,243.0
1067,C230,Customer 230,2024-04-15 10:50:00,1,77.0
1068,C230,Customer 230,2024-02-07 12:05:00,3,249.0
1069,C230,Customer 230,2024-04-26 11:53:00,5,409.0
1070,C230,Customer 230,2024-12-05 12:22:00,2,178.0
1071,C231,Customer 231,2024-05-06 13:09:00,4,338.0
1072,C231,Customer 231,2024-09-19 13:34:00,1,83.0
1073,C232,Customer 232,2024-07-21 18:07:00,5,362.0
1074,C232,Customer 232,2024-04-18 16:21:00,5,350.0
1075,C232,Customer 232,2024-02-16 19:07:00,5,344.0
1076,C232,Customer 232,2024-07-23 14:19:00,3,178.0
1077,C233,Customer 233,2024-09-23 12:00:00,1,89.0
1078,C233,Customer 233,2024-04-05 13:58:00,4,320.0
1079,C233,Customer 233,2024-05-31 13:14:00,2,178.0
1080,C233,Customer 233,2024-03-05 14:30:00,5,442.0
1081,C233,Customer 233,2024-05-26 14:52:00,3,264.0
1082,C233,Customer 233,2024-07-27 18:09:00,2,178.0
1083,C233,Customer 233,2024-06-01 12:22:00,2,166.0
1084,C233,Customer 233,2024-03-08 13:07:00,1,89.0
1085,C233,Customer 233,2024-12-06 14:46:00,5,430.0
1086,C233,Customer 233,2024-11-27 11:47:00,5,409.0
1087,C234,Customer 234,2024-01-14 11:18:00,5,344.0
1088,C234,Customer 234,2024-08-31 16:20:00,1,92.0
1089,C234,Customer 234,2024-05-04 14:14:00,2,86.0
1090,C234,Customer 234,2024-01-13 11:08:00,5,344.0
1091,C234,Customer 234,2024-06-07 15:19:00,5,350.0
1092,C235,Customer 235,2024-04-08 13:27:00,1,83.0
1093,C235,Customer 235,2024-03-22 13:06:00,2,154.0
1094,C235,Customer 235,2024-07-04 12:54:00,2,172.0
1095,C235,Customer 235,2024-12-10 12:41:00,5,427.0
1096,C235,Customer 235,2024-01-24 13:13:00,3,243.0
1097,C236,Customer 236,2024-03-09 10:22:00,1,83.0
1098,C236,Customer 236,2024-10-24 13:36:00,1,77.0
1099,C236,Customer 236,2024-05-11 11:59:00,5,356.0
1100,C236,Customer 236,2024-03-13 13:05:00,2,172.0
1101,C236,Customer 236,2024-05-28 14:53:00,4,270.0
1102,C236,Customer 236,2024-03-08 11:04:00,5,350.0
1103,C236,Customer 236,2024-01-03 11:06:00,2,166.0
1104,C236,Customer 236,2024-11-24 18:13:00,1,92.0
1105,C236,Customer 236,2024-09-18 11:53:00,4,237.0
1106,C236,Customer 236,2024-11-04 11:52:00,2,166.0
1107,C237,Customer 237,2024-10-06 12:10:00,3,237.0
1108,C237,Customer 237,2024-03-13 13:11:00,1,77.0
1109,C237,Customer 237,2024-01-23 13:17:00,2,166.0
1110,C237,Customer 237,2024-08-27 10:23:00,4,255.0
1111,C237,Customer 237,2024-02-09 10:31:00,2,166.0
1112,C237,Customer 237,2024-03-28 17:10:00,3,258.0
1113,C237,Customer 237,2024-10-01 11:17:00,1,89.0
1114,C237,Customer 237,2024-03-30 13:03:00,3,255.0
1115,C237,Customer 237,2024-09-14 12:26:00,4,261.0
1116,C237,Customer 237,2024-05-07 14:44:00,3,276.0
1117,C238,Customer 238,2024-04-13 18:21:00,1,86.0
1118,C238,Customer 238,2024-11-01 13:21:00,1,83.0
1119,C238,Customer 238,2024-08-03 08:59:00,5,439.0
1120,C238,Customer 238,2024-01-22 13:25:00,2,172.0
1121,C238,Customer 238,2024-12-06 11:44:00,4,320.0
1122,C239,Customer 239,2024-06-15 12:59:00,1,83.0
1123,C239,Customer 239,2024-01-23 17:18:00,4,276.0
1124,C239,Customer 239,2024-06-19 08:10:00,1,77.0
1125,C239,Customer 239,2024-07-24 14:34:00,4,270.0
1126,C239,Customer 239,2024-08-27 12:52:00,5,344.0
1127,C239,Customer 239,2024-10-16 11:31:00,5,338.0
1128,C239,Customer 239,2024-10-14 11:21:00,5,338.0
1129,C239,Customer 239,2024-10-31 16:09:00,1,92.0
1130,C239,Customer 239,2024-01-03 14:31:00,1,92.0
1131,C240,Customer 240,2024-11-04 14:16:00,1,0.0
1132,C240,Customer 240,2024-05-20 14:56:00,3,178.0
1133,C240,Customer 240,2024-09-28 14:20:00,5,356.0
1134,C241,Customer 241,2024-10-16 14:27:00,1,86.0
1135,C241,Customer 241,2024-03-29 13:34:00,4,255.0
1136,C241,Customer 241,2024-06-20 12:17:00,2,89.0
1137,C241,Customer 241,2024-09-25 19:34:00,2,92.0
1138,C241,Customer 241,2024-07-06 14:07:00,1,92.0
1139,C241,Customer 241,2024-02-15 11:33:00,4,261.0
1140,C241,Customer 241,2024-07-17 12:15:00,1,83.0
1141,C241,Customer 241,2024-04-09 12:07:00,3,172.0
1142,C242,Customer 242,2024-07-06 08:45:00,1,83.0
1143,C242,Customer 242,2024-09-11 14:36:00,2,160.0
1144,C243,Customer 243,2024-10-22 12:18:00,4,332.0
1145,C243,Customer 243,2024-05-03 12:42:00,4,332.0
1146,C243,Customer 243,2024-01-12 11:12:00,2,154.0
1147,C243,Customer 243,2024-11-30 12:47:00,3,237.0
1148,C243,Customer 243,2024-05-29 14:04:00,2,166.0
1149,C244,Customer 244,2024-09-19 12:03:00,5,427.0
1150,C244,Customer 244,2024-09-13 18:37:00,5,436.0
1151,C244,Customer 244,2024-07-06 14:16:00,1,86.0
1152,C245,Customer 245,2024-04-26 17:37:00,1,80.0
1153,C245,Customer 245,2024-06-08 13:23:00,2,166.0
1154,C245,Customer 245,2024-03-25 19:54:00,4,344.0
1155,C245,Customer 245,2024-09-10 13:36:00,2,172.0
1156,C245,Customer 245,2024-07-14 17:32:00,2,184.0
1157,C246,Customer 246,2024-12-12 15:00:00,3,270.0
1158,C246,Customer 246,2024-10-23 14:18:00,2,178.0
1159,C246,Customer 246,2024-04-28 18:54:00,1,80.0
1160,C246,Customer 246,2024-02-22 14:04:00,3,276.0
1161,C246,Customer 246,2024-03-08 12:31:00,3,261.0
1162,C246,Customer 246,2024-02-05 13:38:00,4,267.0
1163,C247,Customer 247,2024-05-27 16:21:00,3,264.0
1164,C247,Customer 247,2024-07-02 12:43:00,1,89.0
1165,C247,Customer 247,2024-10-07 17:31:00,3,258.0
1166,C247,Customer 247,2024-04-10 19:56:00,4,356.0
1167,C248,Customer 248,2024-09-24 08:35:00,3,243.0
1168,C248,Customer 248,2024-03-07 11:51:00,4,320.0
1169,C248,Customer 248,2024-06-01 12:55:00,1,89.0
1170,C248,Customer 248,2024-09-02 11:51:00,4,332.0
1171,C249,Customer 249,2024-06-20 13:55:00,4,332.0
1172,C250,Customer 250,2024-03-12 13:57:00,4,267.0
1173,C250,Customer 250,2024-07-13 14:32:00,5,356.0
1174,C251,Customer 251,2024-07-14 14:19:00,3,178.0
1175,C251,Customer 251,2024-04-13 14:48:00,5,338.0
1176,C251,Customer 251,2024-11-18 13:53:00,4,267.0
1177,C251,Customer 251,2024-11-05 11:23:00,5,338.0
1178,C251,Customer 251,2024-10-27 12:22:00,2,83.0
1179,C252,Customer 252,2024-01-20 18:16:00,5,362.0
1180,C252,Customer 252,2024-02-26 14:41:00,3,178.0
1181,C253,Customer 253,2024-07-01 14:40:00,4,264.0
1182,C253,Customer 253,2024-07-23 10:47:00,2,172.0
1183,C253,Customer 253,2024-01-12 14:57:00,3,264.0
1184,C253,Customer 253,2024-05-19 12:41:00,3,255.0
1185,C253,Customer 253,2024-09-20 13:33:00,4,261.0
1186,C254,Customer 254,2024-03-04 14:24:00,1,86.0
1187,C254,Customer 254,2024-07-26 17:14:00,2,184.0
1188,C254,Customer 254,2024-06-20 13:51:00,1,89.0
1189,C254,Customer 254,2024-06-22 16:56:00,3,270.0
1190,C254,Customer 254,2024-04-10 14:17:00,1,92.0
1191,C254,Customer 254,2024-09-09 13:11:00,2,172.0
1192,C254,Customer 254,2024-01-10 19:22:00,5,344.0
1193,C255,Customer 255,2024-05-02 12:35:00,2,160.0
1194,C255,Customer 255,2024-04-19 13:49:00,4,338.0
1195,C255,Customer 255,2024-02-15 13:20:00,2,172.0
1196,C255,Customer 255,2024-07-02 12:13:00,3,249.0
1197,C255,Customer 255,2024-04-12 11:25:00,4,344.0
1198,C255,Customer 255,2024-11-30 13:13:00,5,409.0
1199,C255,Customer 255,2024-02-11 11:17:00,1,77.0
1200,C256,Customer 256,2024-02-22 10:23:00,3,255.0
1201,C256,Customer 256,2024-05-24 10:31:00,2,166.0
1202,C256,Customer 256,2024-10-16 12:38:00,5,403.0
1203,C256,Customer 256,2024-03-02 11:47:00,3,249.0
1204,C256,Customer 256,2024-03-23 14:17:00,3,270.0
1205,C256,Customer 256,2024-09-24 13:00:00,1,89.0
1206,C256,Customer 256,2024-06-12 09:16:00,3,255.0
1207,C256,Customer 256,2024-03-10 13:33:00,1,83.0
1208,C256,Customer 256,2024-06-23 14:12:00,3,270.0
1209,C257,Customer 257,2024-07-10 19:29:00,2,178.0
1210,C257,Customer 257,2024-09-10 08:55:00,3,249.0
1211,C258,Customer 258,2024-03-23 16:33:00,1,92.0
1212,C258,Customer 258,2024-02-21 10:15:00,3,172.0
1213,C258,Customer 258,2024-05-11 14:39:00,3,166.0
1214,C258,Customer 258,2024-11-11 15:22:00,3,178.0
1215,C258,Customer 258,2024-09-21 09:45:00,4,261.0
1216,C258,Customer 258,2024-02-29 10:02:00,3,172.0
1217,C258,Customer 258,2024-07-18 14:01:00,1,86.0
1218,C259,Customer 259,2024-01-08 10:35:00,4,261.0
1219,C259,Customer 259,2024-12-09 13:49:00,2,172.0
1220,C259,Customer 259,2024-07-04 12:28:00,3,237.0
1221,C259,Customer 259,2024-07-11 13:56:00,3,255.0
1222,C259,Customer 259,2024-01-20 10:15:00,3,249.0
1223,C259,Customer 259,2024-11-22 11:25:00,1,77.0
1224,C260,Customer 260,2024-09-06 13:35:00,4,344.0
1225,C260,Customer 260,2024-03-14 12:31:00,1,89.0
1226,C260,Customer 260,2024-02-29 14:36:00,3,270.0
1227,C260,Customer 260,2024-01-17 12:12:00,5,350.0
1228,C260,Customer 260,2024-07-13 19:08:00,4,362.0
1229,C260,Customer 260,2024-08-04 12:38:00,5,326.0
1230,C260,Customer 260,2024-02-10 11:54:00,1,83.0
1231,C260,Customer 260,2024-11-28 12:16:00,4,344.0
1232,C260,Customer 260,2024-03-02 09:23:00,3,255.0
1233,C260,Customer 260,2024-02-01 14:52:00,5,362.0
1234,C261,Customer 261,2024-08-20 08:24:00,1,0.0
1235,C261,Customer 261,2024-03-03 13:18:00,1,0.0
1236,C261,Customer 261,2024-09-18 14:19:00,5,356.0
1237,C261,Customer 261,2024-01-08 12:48:00,2,83.0
1238,C262,Customer 262,2024-08-03 11:46:00,5,344.0
1239,C262,Customer 262,2024-09-18 12:41:00,4,249.0
1240,C263,Customer 263,2024-09-10 14:27:00,4,270.0
1241,C263,Customer 263,2024-03-24 14:57:00,2,184.0
1242,C264,Customer 264,2024-02-19 12:35:00,2,89.0
1243,C264,Customer 264,2024-06-07 14:36:00,5,368.0
1244,C264,Customer 264,2024-03-31 13:23:00,2,89.0
1245,C264,Customer 264,2024-12-05 13:04:00,3,178.0
1246,C264,Customer 264,2024-04-03 17:39:00,3,184.0
1247,C264,Customer 264,2024-07-11 13:42:00,3,178.0
1248,C265,Customer 265,2024-09-09 11:39:00,2,172.0
1249,C265,Customer 265,2024-07-28 12:34:00,3,261.0
1250,C266,Customer 266,2024-08-27 19:38:00,1,92.0
1251,C266,Customer 266,2024-05-21 17:46:00,1,80.0
1252,C266,Customer 266,2024-11-29 13:50:00,2,172.0
1253,C266,Customer 266,2024-06-05 12:17:00,2,172.0
1254,C267,Customer 267,2024-07-29 12:53:00,5,338.0
1255,C267,Customer 267,2024-11-13 09:05:00,2,154.0
1256,C267,Customer 267,2024-10-21 14:38:00,4,270.0
1257,C267,Customer 267,2024-10-31 13:13:00,2,166.0
1258,C267,Customer 267,2024-12-11 14:41:00,5,344.0
1259,C267,Customer 267,2024-10-04 09:45:00,5,350.0
1260,C267,Customer 267,2024-01-10 13:16:00,4,261.0
1261,C267,Customer 267,2024-04-09 14:06:00,2,166.0
1262,C267,Customer 267,2024-02-12 11:04:00,2,172.0
1263,C267,Customer 267,2024-03-11 14:52:00,5,356.0
1264,C268,Customer 268,2024-09-16 14:43:00,1,86.0
1265,C268,Customer 268,2024-06-08 13:03:00,5,350.0
1266,C269,Customer 269,2024-04-05 14:10:00,1,86.0
1267,C269,Customer 269,2024-07-03 11:07:00,4,338.0
1268,C269,Customer 269,2024-01-01 09:49:00,2,160.0
1269,C269,Customer 269,2024-12-06 14:44:00,3,252.0
1270,C269,Customer 269,2024-10-31 09:39:00,2,178.0
1271,C269,Customer 269,2024-04-21 12:55:00,2,172.0
1272,C270,Customer 270,2024-08-18 15:21:00,5,362.0
1273,C271,Customer 271,2024-09-28 16:27:00,2,178.0
1274,C271,Customer 271,2024-02-26 16:47:00,2,166.0
1275,C271,Customer 271,2024-02-16 12:35:00,2,172.0
1276,C271,Customer 271,2024-01-16 19:50:00,4,344.0
1277,C271,Customer 271,2024-04-03 12:14:00,1,83.0
1278,C271,Customer 271,2024-03-06 13:15:00,5,397.0
1279,C271,Customer 271,2024-03-13 11:27:00,5,421.0
1280,C271,Customer 271,2024-11-14 14:31:00,3,264.0
1281,C272,Customer 272,2024-03-09 14:16:00,4,350.0
1282,C272,Customer 272,2024-04-20 18:17:00,1,92.0
1283,C273,Customer 273,2024-05-28 08:28:00,5,409.0
1284,C273,Customer 273,2024-01-23 12:38:00,2,166.0
1285,C273,Customer 273,2024-12-18 16:21:00,4,344.0
1286,C273,Customer 273,2024-10-29 11:38:00,1,77.0
1287,C273,Customer 273,2024-05-01 08:40:00,3,243.0
1288,C273,Customer 273,2024-03-26 13:54:00,4,320.0
1289,C273,Customer 273,2024-01-06 12:15:00,1,77.0
1290,C274,Customer 274,2024-08-18 13:33:00,3,243.0
1291,C274,Customer 274,2024-04-23 11:25:00,3,261.0
1292,C274,Customer 274,2024-07-05 14:38:00,3,264.0
1293,C274,Customer 274,2024-09-29 12:12:00,3,255.0
1294,C274,Customer 274,2024-01-25 11:15:00,4,350.0
1295,C274,Customer 274,2024-04-05 18:15:00,3,264.0
1296,C274,Customer 274,2024-06-05 12:01:00,1,89.0
1297,C275,Customer 275,2024-02-26 09:55:00,2,160.0
1298,C275,Customer 275,2024-12-02 12:04:00,4,338.0
1299,C275,Customer 275,2024-03-02 14:50:00,4,332.0
1300,C275,Customer 275,2024-04-13 13:36:00,5,433.0
1301,C275,Customer 275,2024-10-25 12:37:00,2,166.0
1302,C275,Customer 275,2024-11-25 14:59:00,4,350.0
1303,C275,Customer 275,2024-08-08 13:23:00,3,267.0
1304,C275,Customer 275,2024-11-13 09:05:00,3,249.0
1305,C275,Customer 275,2024-02-17 13:48:00,1,83.0
1306,C275,Customer 275,2024-04-28 15:13:00,5,424.0
1307,C276,Customer 276,2024-04-01 13:29:00,4,344.0
1308,C276,Customer 276,2024-10-12 14:57:00,1,86.0
1309,C276,Customer 276,2024-02-17 11:51:00,2,172.0
1310,C276,Customer 276,2024-05-23 14:22:00,5,436.0
1311,C276,Customer 276,2024-05-31 14:54:00,2,178.0
1312,C276,Customer 276,2024-11-23 13:38:00,3,261.0
1313,C276,Customer 276,2024-01-23 14:55:00,4,338.0
1314,C277,Customer 277,2024-01-16 11:27:00,4,338.0
1315,C277,Customer 277,2024-03-30 14:43:00,3,252.0
1316,C277,Customer 277,2024-03-04 15:44:00,5,430.0
1317,C277,Customer 277,2024-11-27 18:55:00,5,442.0
1318,C277,Customer 277,2024-04-11 11:39:00,3,255.0
1319,C278,Customer 278,2024-03-18 14:17:00,4,350.0
1320,C278,Customer 278,2024-05-15 11:23:00,1,89.0
1321,C278,Customer 278,2024-10-09 14:44:00,2,184.0
1322,C278,Customer 278,2024-10-13 11:15:00,2,166.0
1323,C278,Customer 278,2024-01-06 14:26:00,4,356.0
1324,C278,Customer 278,2024-10-04 17:13:00,1,86.0
1325,C278,Customer 278,2024-09-07 14:07:00,5,436.0
1326,C278,Customer 278,2024-01-14 14:29:00,1,92.0
1327,C279,Customer 279,2024-01-03 16:18:00,3,270.0
1328,C279,Customer 279,2024-08-18 14:05:00,1,80.0
1329,C280,Customer 280,2024-08-13 12:41:00,4,261.0
1330,C280,Customer 280,2024-12-17 12:26:00,2,172.0
1331,C281,Customer 281,2024-12-13 13:27:00,4,332.0
1332,C282,Customer 282,2024-07-09 14:03:00,1,80.0
1333,C282,Customer 282,2024-08-08 19:12:00,1,92.0
1334,C282,Customer 282,2024-02-16 14:24:00,4,252.0
1335,C283,Customer 283,2024-05-16 19:19:00,2,184.0
1336,C283,Customer 283,2024-07-30 13:31:00,1,89.0
1337,C284,Customer 284,2024-07-17 14:16:00,3,184.0
1338,C284,Customer 284,2024-06-26 14:06:00,5,356.0
1339,C284,Customer 284,2024-03-25 10:55:00,2,89.0
1340,C284,Customer 284,2024-09-26 18:00:00,4,276.0
1341,C284,Customer 284,2024-03-16 13:13:00,1,0.0
1342,C284,Customer 284,2024-02-17 12:23:00,4,267.0
1343,C285,Customer 285,2024-07-08 11:02:00,4,332.0
1344,C285,Customer 285,2024-04-19 12:29:00,3,237.0
1345,C285,Customer 285,2024-09-16 09:28:00,4,320.0
1346,C285,Customer 285,2024-12-01 13:57:00,1,83.0
1347,C285,Customer 285,2024-01-15 14:59:00,3,252.0
1348,C285,Customer 285,2024-05-12 12:28:00,4,338.0
1349,C285,Customer 285,2024-06-13 12:10:00,1,89.0
1350,C286,Customer 286,2024-11-28 12:37:00,1,89.0
1351,C286,Customer 286,2024-01-31 11:11:00,5,344.0
1352,C286,Customer 286,2024-07-03 14:15:00,1,92.0
1353,C286,Customer 286,2024-10-03 18:53:00,4,258.0
1354,C286,Customer 286,2024-07-17 16:34:00,4,276.0
1355,C286,Customer 286,2024-02-19 19:36:00,4,270.0
1356,C286,Customer 286,2024-09-14 12:14:00,4,255.0
1357,C286,Customer 286,2024-11-22 14:58:00,1,92.0
1358,C286,Customer 286,2024-03-03 17:24:00,3,172.0
1359,C287,Customer 287,2024-01-24 19:17:00,3,258.0
1360,C287,Customer 287,2024-10-14 18:03:00,1,80.0
1361,C288,Customer 288,2024-11-13 13:08:00,5,433.0
1362,C288,Customer 288,2024-07-17 14:28:00,5,442.0
1363,C289,Customer 289,2024-03-06 14:53:00,5,350.0
1364,C289,Customer 289,2024-05-03 13:17:00,1,83.0
1365,C289,Customer 289,2024-09-11 12:48:00,1,89.0
1366,C290,Customer 290,2024-04-13 11:17:00,5,439.0
1367,C290,Customer 290,2024-09-13 12:04:00,2,166.0
1368,C290,Customer 290,2024-10-05 18:48:00,1,92.0
1369,C290,Customer 290,2024-04-27 11:00:00,1,77.0
1370,C290,Customer 290,2024-12-10 12:30:00,5,445.0
1371,C290,Customer 290,2024-10-26 10:16:00,1,77.0
1372,C290,Customer 290,2024-02-21 13:08:00,5,421.0
1373,C290,Customer 290,2024-02-25 09:55:00,3,249.0
1374,C291,Customer 291,2024-06-30 13:21:00,5,344.0
1375,C291,Customer 291,2024-01-21 09:20:00,2,172.0
1376,C292,Customer 292,2024-06-23 17:49:00,4,258.0
1377,C292,Customer 292,2024-05-10 13:25:00,3,178.0
1378,C293,Customer 293,2024-02-02 13:57:00,5,350.0
1379,C293,Customer 293,2024-10-23 12:21:00,1,89.0
1380,C294,Customer 294,2024-05-28 11:01:00,1,77.0
1381,C294,Customer 294,2024-01-22 12:32:00,3,249.0
1382,C295,Customer 295,2024-04-09 13:13:00,3,255.0
1383,C295,Customer 295,2024-12-11 17:29:00,5,442.0
1384,C295,Customer 295,2024-01-02 09:31:00,2,166.0
1385,C296,Customer 296,2024-01-02 11:57:00,3,178.0
1386,C296,Customer 296,2024-01-30 09:16:00,5,338.0
1387,C296,Customer 296,2024-04-11 14:43:00,3,172.0
1388,C296,Customer 296,2024-05-09 18:07:00,2,92.0
1389,C296,Customer 296,2024-12-06 19:58:00,3,184.0
1390,C296,Customer 296,2024-04-24 10:17:00,3,172.0
1391,C296,Customer 296,2024-10-28 14:23:00,5,362.0
1392,C296,Customer 296,2024-11-12 09:03:00,2,89.0
1393,C296,Customer 296,2024-02-26 19:15:00,2,92.0
1394,C297,Customer 297,2024-02-29 15:29:00,1,86.0
1395,C297,Customer 297,2024-07-14 15:50:00,5,424.0
1396,C297,Customer 297,2024-01-15 14:08:00,5,430.0
1397,C297,Customer 297,2024-07-12 16:09:00,5,442.0
1398,C297,Customer 297,2024-05-11 12:22:00,4,332.0
1399,C297,Customer 297,2024-11-07 18:28:00,4,362.0
1400,C297,Customer 297,2024-03-03 12:39:00,2,166.0
1401,C297,Customer 297,2024-11-16 14:07:00,2,184.0
1402,C297,Customer 297,2024-10-03 13:36:00,4,344.0
1403,C298,Customer 298,2024-01-17 10:20:00,2,166.0
1404,C298,Customer 298,2024-08-07 11:41:00,4,261.0
1405,C298,Customer 298,2024-04-15 14:56:00,5,362.0
1406,C298,Customer 298,2024-01-30 12:38:00,5,338.0
1407,C298,Customer 298,2024-05-25 12:46:00,3,172.0
1408,C298,Customer 298,2024-06-15 10:14:00,2,172.0
1409,C298,Customer 298,2024-10-14 13:19:00,5,338.0
1410,C298,Customer 298,2024-10-07 11:07:00,1,89.0
1411,C299,Customer 299,2024-08-22 12:22:00,1,89.0
1412,C299,Customer 299,2024-01-16 15:05:00,4,338.0
1413,C299,Customer 299,2024-11-22 12:58:00,1,83.0
1414,C299,Customer 299,2024-04-30 11:59:00,4,332.0
1415,C299,Customer 299,2024-08-25 13:16:00,1,83.0
1416,C299,Customer 299,2024-08-18 15:51:00,3,276.0
1417,C300,Customer 300,2024-02-19 11:32:00,1,83.0
1418,C300,Customer 300,2024-10-30 11:19:00,3,249.0
1419,C300,Customer 300,2024-08-05 13:00:00,4,332.0
1420,C300,Customer 300,2024-07-20 12:06:00,2,172.0
1421,C300,Customer 300,2024-09-11 12:19:00,5,350.0
1422,C300,Customer 300,2024-02-14 12:49:00,1,83.0
1423,C300,Customer 300,2024-02-13 12:33:00,4,344.0
1424,C300,Customer 300,2024-05-22 13:15:00,5,344.0
1425,C301,Customer 301,2024-02-19 12:04:00,3,172.0
1426,C301,Customer 301,2024-04-21 12:58:00,5,332.0
1427,C301,Customer 301,2024-06-11 15:29:00,1,86.0
1428,C301,Customer 301,2024-03-16 12:33:00,5,344.0
1429,C301,Customer 301,2024-04-29 14:51:00,5,356.0
1430,C301,Customer 301,2024-02-05 12:38:00,1,89.0
1431,C301,Customer 301,2024-11-15 12:47:00,3,178.0
1432,C301,Customer 301,2024-08-11 17:02:00,5,356.0
1433,C302,Customer 302,2024-10-11 11:32:00,4,261.0
1434,C302,Customer 302,2024-01-12 14:30:00,4,270.0
1435,C303,Customer 303,2024-06-07 11:13:00,3,255.0
1436,C303,Customer 303,2024-12-13 12:47:00,4,344.0
1437,C303,Customer 303,2024-11-21 13:15:00,3,255.0
1438,C303,Customer 303,2024-04-14 13:19:00,5,403.0
1439,C303,Customer 303,2024-02-15 13:14:00,2,166.0
1440,C303,Customer 303,2024-12-06 16:01:00,2,172.0
1441,C303,Customer 303,2024-10-29 13:57:00,5,433.0
1442,C304,Customer 304,2024-11-19 11:35:00,5,415.0
1443,C304,Customer 304,2024-05-05 13:33:00,5,415.0
1444,C304,Customer 304,2024-04-10 13:02:00,1,89.0
1445,C305,Customer 305,2024-01-12 11:37:00,2,160.0
1446,C305,Customer 305,2024-09-03 12:45:00,3,237.0
1447,C306,Customer 306,2024-05-01 14:49:00,2,184.0
1448,C306,Customer 306,2024-12-11 16:47:00,2,172.0
1449,C306,Customer 306,2024-05-26 11:31:00,3,261.0
1450,C306,Customer 306,2024-09-27 18:15:00,3,258.0
1451,C306,Customer 306,2024-09-07 13:45:00,1,83.0
1452,C306,Customer 306,2024-11-19 14:50:00,5,442.0
1453,C306,Customer 306,2024-05-23 15:01:00,4,332.0
1454,C306,Customer 306,2024-07-06 12:08:00,3,249.0
1455,C307,Customer 307,2024-06-09 15:25:00,5,412.0
1456,C307,Customer 307,2024-02-16 09:02:00,2,178.0
1457,C307,Customer 307,2024-06-11 19:15:00,2,172.0
1458,C307,Customer 307,2024-06-25 14:28:00,2,166.0
1459,C308,Customer 308,2024-08-23 13:23:00,2,89.0
1460,C308,Customer 308,2024-05-25 14:36:00,2,86.0
1461,C308,Customer 308,2024-02-08 18:11:00,5,344.0
1462,C309,Customer 309,2024-01-13 16:25:00,2,184.0
1463,C309,Customer 309,2024-04-08 13:30:00,2,172.0
1464,C309,Customer 309,2024-09-16 13:49:00,1,83.0
1465,C309,Customer 309,2024-02-23 12:49:00,5,409.0
1466,C309,Customer 309,2024-08-17 14:18:00,3,270.0
1467,C309,Customer 309,2024-08-04 14:47:00,4,356.0
1468,C309,Customer 309,2024-01-18 19:31:00,5,430.0
1469,C309,Customer 309,2024-03-06 15:21:00,2,172.0
1470,C310,Customer 310,2024-11-17 19:18:00,5,362.0
1471,C311,Customer 311,2024-03-17 11:10:00,5,439.0
1472,C311,Customer 311,2024-04-12 11:44:00,5,403.0
1473,C311,Customer 311,2024-12-11 12:48:00,3,261.0
1474,C312,Customer 312,2024-05-03 14:22:00,4,258.0
1475,C312,Customer 312,2024-08-05 11:09:00,3,178.0
1476,C312,Customer 312,2024-07-01 14:24:00,2,92.0
1477,C312,Customer 312,2024-07-31 12:08:00,3,172.0
1478,C312,Customer 312,2024-11-09 12:48:00,3,178.0
1479,C312,Customer 312,2024-07-19 14:37:00,1,86.0
1480,C312,Customer 312,2024-04-27 12:08:00,1,89.0
1481,C312,Customer 312,2024-04-04 14:31:00,5,344.0
1482,C312,Customer 312,2024-12-10 11:16:00,5,344.0
1483,C312,Customer 312,2024-03-18 16:03:00,1,86.0
1484,C313,Customer 313,2024-09-21 11:53:00,5,433.0
1485,C313,Customer 313,2024-01-24 15:02:00,5,454.0
1486,C314,Customer 314,2024-04-02 12:06:00,2,166.0
1487,C314,Customer 314,2024-02-10 14:05:00,4,344.0
1488,C314,Customer 314,2024-09-04 16:24:00,4,356.0
1489,C314,Customer 314,2024-08-05 13:20:00,4,338.0
1490,C314,Customer 314,2024-04-20 13:54:00,4,338.0
1491,C314,Customer 314,2024-01-11 18:34:00,1,92.0
1492,C314,Customer 314,2024-02-05 09:59:00,4,338.0
1493,C314,Customer 314,2024-12-18 08:32:00,4,332.0
1494,C314,Customer 314,2024-08-20 15:24:00,4,350.0
1495,C315,Customer 315,2024-02-14 13:12:00,4,356.0
1496,C316,Customer 316,2024-05-10 12:10:00,2,160.0
1497,C316,Customer 316,2024-06-19 13:56:00,1,89.0
1498,C316,Customer 316,2024-01-11 14:55:00,1,92.0
1499,C316,Customer 316,2024-03-23 14:56:00,4,338.0
1500,C316,Customer 316,2024-02-23 11:49:00,2,178.0
1501,C316,Customer 316,2024-11-28 14:35:00,5,436.0
1502,C316,Customer 316,2024-10-14 13:58:00,4,332.0
1503,C316,Customer 316,2024-01-02 15:50:00,3,264.0
1504,C317,Customer 317,2024-02-06 15:17:00,4,356.0
1505,C318,Customer 318,2024-06-07 11:58:00,3,249.0
